ID	TP/FP	alt support	ref support
HG4_Ill_MetaSV_2507	TP	30	36
HG3_Ill_Spiral_1620	FP	19	17
HG2_Ill_150bpfermikitraw_1870	TP	58	18
HG2_Ill_150bpfermikitraw_1871	TP	13	15
HG3_Ill_GATKHCSBGrefine_1040	TP	33	15
HG3_Ill_Krunchall_2094	TP	32	33
HG2_PB_SVrefine2Falcon1plusDovetail_5941	TP	70	1
HG4_Ill_Krunchall_2157	TP	22	21
HG2_Ill_GATKHCSBGrefine_1029	TP	19	34
HG3_Ill_scalpel_1569	TP	27	26
HG3_Ill_GATKHCSBGrefine_1042	TP	40	0
HG3_PB_pbsv_1635	TP	56	43
HG3_Ill_GATKHC_2578	FP	6	46
HG3_Ill_scalpel_1571	TP	40	23
HG2_PB_assemblyticsPBcR_12650	TP	26	29
HG3_Ill_svaba_1952	FP	1	14
HG3_Ill_svaba_1953	TP	5	10
HG2_10X_SVrefine210Xhap12_1239	TP	106	29
HG2_PB_SVrefine2Falcon2Bionano_572	TP	1	-1
HG3_Ill_GATKHC_2583	TP	11	16
HG2_PB_SVrefine2Falcon1plusDovetail_5943	TP	322	25
HG2_PB_assemblyticsPBcR_12656	TP	24	27
HG2_Ill_SpiralSDKrefine_8172	TP	20	24
HG3_Ill_250bpfermikitraw_2057	TP	15	35
HG4_PB_SVrefine2Falcon1Dovetail_1033	TP	126	-1
HG2_10X_SVrefine210Xhap12_1243	TP	2	33
HG2_PB_SVrefine2PBcRplusDovetail_5487	TP	55	-1
HG4_PB_HySA_2404	TP	82	7
HG2_Ill_FB_1371	TP	44	6
HG2_Ill_GATKHC_2497	TP	1	-1
HG4_Ill_svaba_1914	TP	1	10
HG2_PB_SVrefine2Falcon1plusDovetail_5946	TP	5	7
HG2_Ill_scalpel_1470	TP	4	-1
HG3_Ill_150bpfermikitraw_1958	FP	46	38
HG3_Ill_GATKHC_2591	TP	3	-1
HG2_Ill_MetaSV_2429	TP	23	20
HG2_Ill_150bpfermikitraw_1881	TP	41	1
HG3_Ill_svaba_1968	TP	9	43
HG2_Ill_Krunchall_2078	TP	9	3
HG2_PB_SVrefine2Falcon1plusDovetail_5947	TP	45	1
HG2_Ill_Krunchall_2080	TP	21	14
HG4_Ill_250bpfermikitraw_2034	TP	34	10
HG4_Ill_150bpfermikitraw_1960	TP	26	42
HG4_Ill_150bpfermikitraw_1961	FP	12	27
HG2_Ill_150bpfermikitraw_1884	TP	67	23
HG3_Ill_svaba_1971	TP	38	12
HG2_Ill_FB_1376	TP	27	24
HG3_Ill_scalpel_1583	FP	9	29
HG2_Ill_FB_1377	TP	23	16
HG2_PB_HySA_3024	TP	13	14
HG4_Ill_GATKHC_2503	TP	31	1
HG2_PB_PB10Xdip_17880	TP	1	5
HG3_PB_SVrefine2PBcRDovetail_893	TP	1	45
HG2_PB_SVrefine2Falcon1plusDovetail_5951	TP	73	-1
HG3_Ill_svaba_1974	TP	53	0
HG2_Ill_Krunchall_2087	TP	42	36
HG3_Ill_150bpfermikitraw_1968	TP	9	3
HG3_Ill_250bpfermikitraw_2074	TP	16	38
HG2_Ill_SpiralSDKrefine_8185	TP	30	39
HG2_Ill_GATKHC_2513	TP	33	28
HG2_PB_SVrefine2PB10Xhap12_1318	TP	8	14
HG4_Ill_svaba_1927	TP	7	9
HG4_Ill_Krunchall_2175	TP	2	129
HG3_Ill_SVrefine2DISCOVARDovetail_1107	TP	25	27
HG2_10X_SVrefine210Xhap12_1252	TP	42	21
HG3_Ill_GATKHCSBGrefine_1049	TP	10	-1
HG2_PB_SVrefine2Falcon2Bionano_585	TP	43	292
HG2_Ill_FB_1382	TP	4	0
HG2_PB_SVrefine2Falcon2Bionano_586	TP	49	-1
HG3_PB_assemblyticsfalcon_13152	FP	43	-1
HG4_Ill_150bpfermikitraw_1968	TP	19	-1
HG4_Ill_GATKHCSBGrefine_1082	FP	41	-1
HG4_Ill_150bpfermikitraw_1971	TP	37	24
HG4_Ill_GATKHCSBGrefine_1084	FP	8	18
HG3_PB_assemblyticsfalcon_13158	TP	1	11
HG2_PB_SVrefine2Falcon1plusDovetail_5958	TP	16	-1
HG4_Ill_GATKHC_2516	TP	30	15
HG2_Ill_svaba_1923	TP	17	-1
HG4_10X_allpass_271	TP	19	16
HG2_Ill_GATKHCSBGrefine_1046	TP	14	-1
HG3_Ill_scalpel_1591	FP	1	38
HG2_Ill_svaba_1924	TP	33	38
HG2_Ill_Krunchall_2100	TP	24	27
HG4_Ill_GATKHCSBGrefine_1087	TP	14	12
HG3_Ill_GATKHC_2617	TP	8	9
HG2_Ill_250bpfermikitraw_2079	TP	46	22
HG2_Ill_svaba_1928	TP	2	19
HG4_Ill_GATKHC_2522	TP	53	0
HG3_Ill_Krunchall_2128	TP	12	21
HG2_Ill_svaba_1930	TP	14	36
HG2_Ill_150bpfermikitraw_1901	TP	8	19
HG4_Ill_Krunchall_2188	TP	25	18
HG2_PB_SVrefine2PB10Xhap12_1328	TP	172	-1
HG3_PB_pbsv_1667	TP	96	29
HG4_Ill_Krunchall_2189	TP	24	36
HG2_PB_SVrefine2PB10Xhap12_1329	TP	16	0
HG2_Ill_GATKHC_2536	TP	29	10
HG2_Ill_250bpfermikitraw_2086	TP	19	-1
HG3_Ill_svaba_1990	FP	52	13
HG3_Ill_svaba_1991	TP	63	0
HG3_Ill_GATKHC_2625	TP	4	17
HG4_Ill_GATKHCSBGrefine_1089	TP	23	31
HG2_10X_SVrefine210Xhap12_1264	TP	2	26
HG2_Ill_SpiralSDKrefine_8198	TP	17	20
HG2_Ill_150bpfermikitraw_1906	TP	40	10
HG3_PB_pbsv_1673	FP	16	23
HG2_Ill_GATKHCSBGrefine_1050	TP	18	26
HG2_Ill_150bpfermikitraw_1907	TP	34	20
HG3_Ill_GATKHC_2628	FP	21	16
HG4_Ill_FB_1367	TP	38	21
HG2_Ill_FB_1393	TP	46	1
HG2_PB_SVrefine2Falcon2Bionano_594	TP	251	40
HG3_Ill_svaba_1996	TP	27	25
HG3_Ill_GATKHC_2630	TP	18	24
HG2_PB_SVrefine2Falcon1plusDovetail_5970	TP	79	-1
HG2_Ill_Krunchall_2115	TP	49	0
HG4_Ill_150bpfermikitraw_1992	TP	39	0
HG4_Ill_GATKHC_2540	TP	30	0
HG3_Ill_GATKHCSBGrefine_1062	TP	29	0
HG4_PB_HySA_2457	FP	1	-1
HG2_PB_HySA_3075	TP	48	14
HG2_PB_HySA_3076	TP	18	0
HG4_Ill_150bpfermikitraw_1996	TP	19	11
HG3_Ill_150bpfermikitraw_1986	TP	36	4
HG2_Ill_svaba_1943	TP	16	12
HG2_10X_SVrefine210Xhap12_1268	TP	26	32
HG3_Ill_Krunchall_2140	TP	68	0
HG3_PB_pbsv_1683	TP	6	27
HG2_Ill_Krunchall_2119	TP	24	33
HG2_Ill_scalpel_1493	TP	253	0
HG3_PB_HySA_2485	TP	100	1
HG2_Ill_FB_1394	TP	33	0
HG4_PB_SVrefine2PBcRDovetail_909	TP	3	7
HG2_PB_PB10Xdip_16353	TP	2	2
HG4_Ill_FB_1372	TP	27	12
HG3_PB_SVrefine2PBcRDovetail_911	TP	30	40
HG4_Ill_FB_1373	FP	1	49
HG3_Ill_Krunchall_2144	TP	25	65
HG2_Ill_250bpfermikitraw_2101	TP	19	6
HG4_Ill_GATKHC_2552	TP	14	2
HG4_PB_SVrefine2Falcon1Dovetail_1062	TP	10	43
HG3_Ill_150bpfermikitraw_1991	TP	26	9
HG2_PB_SVrefine2Falcon1plusDovetail_5979	TP	1	29
HG3_10X_allpass_298	TP	49	-1
HG2_Ill_GATKHC_2558	TP	16	32
HG2_Ill_GATKHC_2559	TP	19	54
HG3_Ill_Cortex_1778	FP	1	46
HG3_Ill_Krunchall_2148	TP	20	28
HG3_Ill_250bpfermikitraw_2103	TP	40	48
HG2_Ill_250bpfermikitraw_2107	TP	31	19
HG3_Ill_SVrefine2DISCOVARDovetail_1121	TP	29	17
HG2_Ill_svaba_1951	TP	12	5
HG3_Ill_Krunchall_2149	TP	33	0
HG2_Ill_FB_1399	TP	47	0
HG4_Ill_250bpfermikitraw_2077	TP	18	34
HG3_Ill_GATKHC_2647	TP	16	0
HG3_Ill_manta_339	TP	32	-1
HG2_Ill_FB_1403	TP	24	31
HG4_Ill_GATKHC_2559	TP	60	-1
HG4_Ill_250bpfermikitraw_2079	TP	85	-1
HG4_Ill_GATKHC_2560	TP	61	-1
HG2_Ill_GATKHCSBGrefine_1066	TP	50	0
HG2_Ill_GATKHC_2571	TP	29	25
HG4_PB_pbsv_1701	FP	36	35
HG3_Ill_GATKHCSBGrefine_1076	TP	4	-1
HG2_Ill_svaba_1958	TP	26	-1
HG4_Ill_GATKHCSBGrefine_1105	TP	20	-1
HG4_Ill_150bpfermikitraw_2008	TP	16	18
HG2_Ill_GATKHCSBGrefine_1068	TP	20	7
HG2_PB_SVrefine2PBcRplusDovetail_5520	TP	72	0
HG3_Ill_GATKHC_2658	TP	18	27
HG2_PB_SVrefine2Falcon2Bionano_609	TP	19	-1
HG3_Ill_150bpfermikitraw_2003	TP	26	28
HG3_Ill_GATKHC_2661	FP	52	35
HG4_Ill_scalpel_1439	TP	17	21
HG4_Ill_150bpfermikitraw_2013	FP	44	24
HG4_Ill_150bpfermikitraw_2014	FP	18	37
HG2_Ill_GATKHC_2577	TP	28	-1
HG4_Ill_150bpfermikitraw_2015	TP	23	22
HG3_Ill_150bpfermikitraw_2005	FP	1	59
HG4_Ill_Krunchall_2220	TP	21	29
HG4_Ill_svaba_1975	TP	50	25
HG3_PB_HySA_2514	TP	138	1
HG3_PB_pbsv_1702	FP	7	67
HG4_Ill_150bpfermikitraw_2021	FP	36	51
HG3_Ill_150bpfermikitraw_2013	TP	21	42
HG2_Ill_GATKHC_2587	TP	17	-1
HG3_Ill_FB_1404	TP	23	12
HG2_PB_SVrefine2Falcon2Bionano_610	TP	11	23
HG2_Ill_Krunchall_2144	TP	35	0
HG3_Ill_scalpel_1623	TP	46	0
HG3_Ill_250bpfermikitraw_2121	TP	22	21
HG3_Ill_FB_1407	TP	25	0
HG2_Ill_Krunchall_2148	TP	21	100
HG4_Ill_FB_1393	TP	32	1
HG4_Ill_250bpfermikitraw_2106	TP	24	15
HG2_Ill_scalpel_1519	TP	37	14
HG4_Ill_scalpel_1453	FP	2	40
HG4_Ill_250bpfermikitraw_2108	TP	36	0
HG4_Ill_svaba_1989	TP	12	88
HG3_Ill_150bpfermikitraw_2022	TP	11	22
HG2_Ill_GATKHC_2599	TP	27	39
HG4_CG_vcfBeta_1041	TP	62	0
HG4_Ill_250bpfermikitraw_2110	FP	4	39
HG4_Ill_Krunchall_2237	FP	16	40
HG2_Ill_MetaSV_2449	TP	81	0
HG3_Ill_Cortex_1787	TP	49	0
HG2_Ill_scalpel_1523	TP	61	0
HG4_CG_vcfBeta_1046	TP	36	8
HG3_Ill_svaba_2048	FP	1	26
HG2_Ill_Krunchall_2158	TP	54	0
HG3_Ill_Krunchall_2176	FP	1	34
HG2_PB_assemblyticsPBcR_12755	TP	41	19
HG2_Ill_SVrefine2DISCOVARplusDovetail_6368	TP	21	7
HG4_Ill_scalpel_1465	TP	28	0
HG2_PB_SVrefine2Falcon2Bionano_619	TP	37	53
HG2_Ill_MetaSV_2453	TP	36	1
HG3_Ill_Krunchall_2182	FP	23	44
HG3_Ill_FB_1419	TP	27	37
HG4_PB_SVrefine2PBcRDovetail_929	TP	17	0
HG3_PB_HySA_2539	TP	3	4
HG2_Ill_scalpel_1530	TP	4	-1
HG4_Ill_scalpel_1469	TP	7	0
HG3_Ill_150bpfermikitraw_2035	FP	25	28
HG2_Ill_SpiralSDKrefine_8241	TP	24	28
HG3_Ill_FB_1423	TP	35	0
HG2_Ill_scalpel_1534	TP	48	2
HG4_Ill_Cortex_1740	TP	72	0
HG4_Ill_150bpfermikitraw_2047	TP	34	0
HG2_Ill_SpiralSDKrefine_8244	TP	17	0
HG3_Ill_FB_1428	TP	33	64
HG3_Ill_250bpfermikitraw_2142	TP	37	13
HG3_Ill_svaba_2057	FP	4	52
HG4_Ill_svaba_2006	TP	22	-1
HG3_PB_HySA_2553	FP	43	55
HG3_Ill_scalpel_1644	TP	38	2
HG2_Ill_Krunchall_2172	TP	31	43
HG4_Ill_Krunchall_2258	TP	46	29
HG2_PB_SVrefine2Falcon1plusDovetail_5998	TP	14	30
HG4_Ill_scalpel_1477	TP	7	2
HG2_Ill_scalpel_1539	TP	71	13
HG2_PB_SVrefine2PBcRplusDovetail_5534	TP	35	0
HG3_Ill_Krunchall_2198	TP	57	0
HG4_Ill_GATKHCSBGrefine_1128	FP	2	50
HG3_10X_allpass_305	FP	1	52
HG4_PB_pbsv_1729	TP	1	-1
HG4_Ill_250bpfermikitraw_2134	FP	43	56
HG4_PB_assemblyticsfalcon_13015	TP	76	-1
HG3_Ill_Spiral_1718	TP	45	0
HG4_Ill_Krunchall_2265	TP	48	20
HG4_Ill_svaba_2013	TP	50	0
HG2_Ill_150bpfermikitraw_1966	TP	40	13
HG3_Ill_Krunchall_2202	FP	1	49
HG4_PB_pbsv_1732	TP	39	45
HG2_Ill_SpiralSDKrefine_8253	TP	23	35
HG2_Ill_250bpfermikitraw_2158	TP	15	18
HG4_Ill_FB_1417	FP	22	44
HG4_Ill_GATKHCSBGrefine_1131	TP	9	4
HG4_Ill_svaba_2017	FP	1	43
HG2_PB_SVrefine2PBcRplusDovetail_5537	TP	15	44
HG4_Ill_150bpfermikitraw_2062	TP	25	24
HG3_Ill_svaba_2068	TP	1	-1
HG3_Ill_GATKHC_2716	TP	2	-1
HG4_PB_assemblyticsfalcon_13021	FP	6	65
HG4_Ill_GATKHC_2622	TP	30	-1
HG4_Ill_Krunchall_2272	TP	47	49
HG4_Ill_GATKHC_2624	TP	31	18
HG3_Ill_Spiral_1725	TP	40	-1
HG3_Ill_Spiral_1726	FP	26	46
HG3_Ill_GATKHC_2721	TP	42	0
HG4_Ill_250bpfermikitraw_2148	TP	26	1
HG3_PB_SVrefine2Falcon1Dovetail_1079	TP	2	80
HG2_Ill_svaba_2010	TP	3	0
HG2_Ill_GATKHC_2638	TP	48	0
HG4_Ill_150bpfermikitraw_2071	FP	27	56
HG3_Ill_GATKHC_2724	TP	22	-1
HG4_Ill_FB_1425	FP	1	54
HG3_PB_SVrefine2PBcRDovetail_934	TP	69	13
HG2_Ill_svaba_2013	TP	49	0
HG2_Ill_250bpfermikitraw_2167	TP	62	1
HG2_Ill_Krunchall_2191	TP	52	0
HG2_10X_SVrefine210Xhap12_1300	TP	24	-1
HG2_Ill_GATKHCSBGrefine_1101	TP	34	0
HG3_PB_pbsv_1735	FP	7	45
HG2_Ill_Krunchall_2192	TP	48	19
HG3_PB_SVrefine2PBcRDovetail_936	TP	7	-1
HG2_Ill_GATKHC_2646	TP	14	12
HG3_Ill_250bpfermikitraw_2165	TP	12	4
HG4_Ill_Krunchall_2286	FP	11	29
HG3_Ill_250bpfermikitraw_2168	TP	39	25
HG4_Ill_Krunchall_2289	FP	29	18
HG3_Ill_Spiral_1738	FP	53	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_6391	TP	17	26
HG3_Ill_svaba_2084	TP	19	17
HG4_Ill_Krunchall_2292	TP	56	0
HG2_Ill_svaba_2021	TP	34	6
HG2_Ill_150bpfermikitraw_1988	TP	37	32
HG2_Ill_GATKHC_2653	TP	17	8
HG2_Ill_GATKHCSBGrefine_1102	TP	16	24
HG4_Ill_Krunchall_2295	TP	24	18
HG3_PB_SVrefine2Falcon1Dovetail_1087	TP	30	28
HG4_Ill_150bpfermikitraw_2089	TP	42	18
HG4_Ill_150bpfermikitraw_2090	TP	42	2
HG2_Ill_FB_1462	TP	8	30
HG3_Ill_MetaSV_2597	FP	2	49
HG2_Ill_SpiralSDKrefine_8271	TP	27	13
HG3_Ill_scalpel_1662	TP	57	25
HG2_Ill_MetaSV_2461	TP	30	0
HG4_Ill_150bpfermikitraw_2091	FP	12	48
HG4_Ill_Krunchall_2300	TP	22	17
HG3_Ill_SVrefine2DISCOVARDovetail_1160	TP	69	0
HG2_Ill_FB_1463	TP	15	0
HG2_Ill_FB_1464	TP	63	25
HG4_Ill_GATKHC_2656	FP	4	18
HG3_Ill_150bpfermikitraw_2075	TP	20	38
HG4_Ill_FB_1442	TP	10	28
HG2_Ill_Krunchall_2208	TP	28	61
HG3_Ill_FB_1458	TP	35	20
HG3_CG_vcfBeta_937	TP	21	24
HG2_Ill_Krunchall_2211	TP	23	31
HG4_Ill_GATKHC_2661	TP	19	30
HG2_Ill_SpiralSDKrefine_8278	TP	23	20
HG2_Ill_GATKHCSBGrefine_1107	TP	14	-1
HG2_Ill_GATKHCSBGrefine_1108	TP	11	39
HG2_Ill_GATKHC_2668	TP	8	13
HG4_Ill_GATKHC_2664	TP	23	22
HG2_Ill_GATKHC_2670	TP	14	33
HG4_Ill_150bpfermikitraw_2104	TP	26	40
HG2_PB_SVrefine2Falcon2Bionano_640	TP	142	1
HG4_Ill_250bpfermikitraw_2184	TP	12	22
HG3_Ill_250bpfermikitraw_2187	TP	54	0
HG4_Ill_Krunchall_2316	FP	48	30
HG2_Ill_GATKHC_2675	TP	26	27
HG4_Ill_GATKHC_2672	TP	28	-1
HG2_Ill_250bpfermikitraw_2194	TP	15	19
HG4_Ill_svaba_2055	TP	31	20
HG2_PB_SVrefine2PBcRplusDovetail_5549	TP	74	0
HG4_Ill_SVrefine2DISCOVARDovetail_1195	TP	1	63
HG3_Ill_Cortex_1801	TP	17	22
HG2_Ill_Krunchall_2223	TP	11	22
HG3_Ill_GATKHC_2760	FP	78	47
HG2_Ill_FB_1479	TP	22	-1
HG2_Ill_GATKHCSBGrefine_1109	TP	21	-1
HG3_Ill_GATKHCSBGrefine_1115	TP	15	-1
HG4_Ill_GATKHC_2679	TP	11	6
HG3_PB_SVrefine2Falcon1Dovetail_1093	TP	2	38
HG2_Ill_SpiralSDKrefine_8287	TP	23	20
HG4_Ill_Krunchall_2322	TP	24	19
HG3_Ill_150bpfermikitraw_2091	TP	46	0
HG3_Ill_Krunchall_2247	FP	1	60
HG4_Ill_scalpel_1511	TP	47	20
HG3_Ill_FB_1473	TP	65	0
HG3_PB_SVrefine2Falcon1Dovetail_1094	TP	31	23
HG2_PB_SVrefine2PB10Xhap12_1386	TP	11	-1
HG2_Ill_GATKHCSBGrefine_1113	TP	22	11
HG4_PB_HySA_2584	TP	43	15
HG4_Ill_GATKHC_2686	TP	22	0
HG2_Ill_scalpel_1568	TP	39	9
HG4_PB_pbsv_1764	TP	25	17
HG4_Ill_scalpel_1513	TP	16	8
HG2_Ill_svaba_2048	TP	20	1
HG3_Ill_FB_1474	FP	21	23
HG2_Ill_150bpfermikitraw_2015	TP	53	0
HG3_Ill_150bpfermikitraw_2099	FP	35	-1
HG2_PB_SVrefine2Falcon2Bionano_650	TP	43	0
HG3_Ill_GATKHC_2773	TP	14	13
HG2_Ill_Krunchall_2232	TP	23	2
HG3_Ill_GATKHC_2775	FP	4	38
HG2_Ill_svaba_2053	TP	53	2
HG3_Ill_svaba_2121	TP	26	14
HG4_Ill_Krunchall_2331	FP	9	24
HG2_Ill_FB_1488	TP	13	0
HG3_Ill_250bpfermikitraw_2202	TP	48	45
HG2_Ill_FB_1489	TP	9	12
HG3_Ill_scalpel_1688	TP	56	39
HG2_Ill_svaba_2057	TP	47	-1
HG4_Ill_Krunchall_2335	TP	36	0
HG4_PB_HySA_2596	TP	10	0
HG4_CG_vcfBeta_1089	FP	2	53
HG4_Ill_150bpfermikitraw_2129	FP	53	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_6419	TP	40	-1
HG2_Ill_FB_1491	TP	26	0
HG2_Ill_Krunchall_2240	TP	46	1
HG3_Ill_150bpfermikitraw_2107	TP	28	36
HG4_Ill_250bpfermikitraw_2205	TP	28	0
HG4_Ill_FB_1475	FP	27	0
HG3_Ill_svaba_2128	FP	21	36
HG2_10X_SVrefine210Xhap12_1336	TP	8	50
HG2_Ill_GATKHC_2703	TP	19	14
HG4_Ill_250bpfermikitraw_2207	TP	23	31
HG3_Ill_GATKHCSBGrefine_1126	TP	25	37
HG3_Ill_Krunchall_2261	FP	45	16
HG3_Ill_scalpel_1693	FP	5	8
HG2_Ill_scalpel_1581	TP	24	91
HG2_Ill_SpiralSDKrefine_8305	TP	54	27
HG4_Ill_SVrefine2DISCOVARDovetail_1211	TP	1	11
HG4_Ill_150bpfermikitraw_2135	TP	29	21
HG4_Ill_svaba_2084	TP	18	1
HG3_PB_SVrefine2Falcon1Dovetail_1102	TP	30	33
HG2_10X_SVrefine210Xhap12_1341	TP	48	0
HG4_Ill_150bpfermikitraw_2136	TP	43	0
HG3_Ill_FB_1488	FP	8	40
HG3_Ill_150bpfermikitraw_2118	FP	15	46
HG4_Ill_FB_1482	TP	24	28
HG2_Ill_150bpfermikitraw_2031	TP	39	28
HG4_Ill_GATKHC_2711	TP	33	62
HG2_Ill_scalpel_1582	TP	32	50
HG4_Ill_FB_1485	FP	69	0
HG4_Ill_MetaSV_2547	TP	52	0
HG3_PB_SVrefine2Falcon1Dovetail_1106	TP	41	50
HG4_Ill_svaba_2090	FP	33	17
HG4_PB_assemblyticsfalcon_13101	TP	12	1
HG4_PB_assemblyticsfalcon_13102	TP	30	0
HG4_Ill_GATKHCSBGrefine_1160	FP	4	53
HG4_Ill_scalpel_1529	TP	56	0
HG3_Ill_Krunchall_2275	TP	42	13
HG4_Ill_GATKHCSBGrefine_1162	TP	45	33
HG3_Ill_GATKHC_2800	TP	53	25
HG2_PB_assemblyticsfalcon_13264	TP	47	1
HG2_Ill_Krunchall_2251	TP	32	22
HG4_Ill_svaba_2099	TP	30	28
HG2_Ill_svaba_2072	TP	21	23
HG3_Ill_Spiral_1789	TP	32	25
HG3_Ill_250bpfermikitraw_2224	TP	31	17
HG2_Ill_GATKHC_2726	TP	300	16
HG4_Ill_250bpfermikitraw_2220	TP	20	-1
HG4_Ill_Krunchall_2350	TP	14	19
HG4_Ill_Krunchall_2351	TP	23	27
HG3_Ill_GATKHC_2809	TP	28	9
HG3_Ill_250bpfermikitraw_2228	TP	4	0
HG3_Ill_scalpel_1706	TP	12	13
HG3_Ill_GATKHC_2811	TP	9	-1
HG4_Ill_250bpfermikitraw_2223	TP	19	-1
HG3_Ill_scalpel_1708	TP	30	10
HG3_Ill_svaba_2154	TP	18	26
HG3_Ill_manta_361	TP	14	1
HG4_Ill_svaba_2108	TP	64	49
HG3_Ill_svaba_2157	TP	26	0
HG3_Ill_250bpfermikitraw_2235	TP	42	53
HG2_PB_SVrefine2Falcon1plusDovetail_6036	TP	145	-1
HG4_Ill_250bpfermikitraw_2229	TP	51	17
HG4_CG_vcfBeta_1117	TP	60	0
HG3_Ill_150bpfermikitraw_2140	TP	17	15
HG4_Ill_manta_414	TP	32	26
HG3_Ill_Spiral_1799	TP	58	0
HG3_Ill_250bpfermikitraw_2240	TP	32	17
HG4_Ill_150bpfermikitraw_2162	FP	17	-1
HG3_Ill_scalpel_1715	TP	38	0
HG4_PB_SVrefine2PBcRDovetail_957	TP	133	34
HG3_Ill_FB_1503	TP	36	2
HG2_PB_SVrefine2PBcRplusDovetail_5571	TP	31	0
HG2_Ill_SpiralSDKrefine_8326	TP	9	363
HG3_Ill_GATKHC_2824	TP	26	6
HG3_Ill_Krunchall_2294	FP	22	14
HG3_PB_pbsv_1781	FP	27	45
HG3_Ill_150bpfermikitraw_2147	TP	33	0
HG4_Ill_Krunchall_2366	TP	67	0
HG4_PB_assemblyticsfalcon_13122	FP	11	49
HG4_Ill_GATKHC_2737	FP	22	44
HG3_Ill_scalpel_1721	TP	17	25
HG3_Ill_250bpfermikitraw_2248	TP	26	-1
HG4_PB_HySA_2636	FP	2	29
HG2_Ill_150bpfermikitraw_2060	TP	20	15
HG4_Ill_svaba_2121	TP	38	31
HG4_Ill_Krunchall_2371	FP	1	49
HG2_Ill_svaba_2097	TP	1	13
HG2_Ill_Krunchall_2277	TP	8	9
HG3_Ill_Spiral_1807	TP	7	52
HG3_Ill_GATKHC_2833	TP	4	4
HG3_Ill_svaba_2174	TP	63	0
HG4_Ill_svaba_2127	FP	3	58
HG2_Ill_svaba_2101	TP	44	14
HG3_Ill_GATKHC_2836	TP	17	62
HG2_Ill_250bpfermikitraw_2255	TP	18	25
HG4_10X_allpass_288	TP	20	21
HG2_PB_assemblyticsPBcR_12874	TP	1	43
HG3_Ill_Krunchall_2304	TP	22	19
HG2_PB_SVrefine2Falcon2Bionano_665	TP	26	0
HG4_Ill_250bpfermikitraw_2249	TP	34	28
HG2_Ill_150bpfermikitraw_2066	TP	29	-1
HG4_Ill_150bpfermikitraw_2183	FP	21	40
HG3_Ill_FB_1514	TP	12	1
HG4_Ill_250bpfermikitraw_2251	TP	16	9
HG2_CG_vcfBeta_1024	TP	3	20
HG2_PB_SVrefine2Falcon2Bionano_666	TP	48	0
HG4_Ill_Krunchall_2384	TP	21	16
HG3_Ill_scalpel_1734	FP	19	44
HG3_PB_SVrefine2PBcRDovetail_971	TP	57	0
HG2_PB_SVrefine2Falcon2Bionano_668	TP	54	0
HG4_Ill_GATKHC_2757	TP	18	30
HG3_Ill_250bpfermikitraw_2261	TP	33	29
HG4_Ill_GATKHC_2759	TP	35	23
HG2_Ill_SpiralSDKrefine_8339	TP	28	48
HG4_Ill_GATKHCSBGrefine_1176	TP	36	20
HG3_Ill_150bpfermikitraw_2168	TP	19	15
HG3_Ill_GATKHC_2850	FP	24	23
HG2_Ill_svaba_2112	TP	12	67
HG3_Ill_150bpfermikitraw_2171	TP	9	20
HG3_Ill_scalpel_1738	FP	28	0
HG2_Ill_GATKHC_2771	TP	16	-1
HG3_Ill_Krunchall_2317	FP	112	21
HG4_Ill_FB_1508	TP	27	37
HG4_Ill_150bpfermikitraw_2192	TP	18	20
HG3_Ill_Krunchall_2319	FP	1	147
HG3_Ill_MetaSV_2614	FP	1	4082
HG2_Ill_250bpfermikitraw_2267	TP	44	19
HG3_Ill_SVrefine2DISCOVARDovetail_1220	TP	7	40
HG2_Ill_scalpel_1619	TP	17	-1
HG4_Ill_Krunchall_2398	TP	18	37
HG3_Ill_Spiral_1823	TP	12	11
HG4_Ill_GATKHCSBGrefine_1179	FP	206	28
HG4_Ill_150bpfermikitraw_2198	TP	53	0
HG3_Ill_250bpfermikitraw_2269	TP	29	23
HG2_Ill_FB_1530	TP	65	-1
HG4_Ill_GATKHC_2776	TP	25	-1
HG2_Ill_scalpel_1623	TP	21	-1
HG2_Ill_GATKHCSBGrefine_1142	TP	9	-1
HG4_Ill_250bpfermikitraw_2268	TP	20	30
HG4_Ill_GATKHCSBGrefine_1183	TP	56	44
HG2_Ill_FB_1531	TP	20	34
HG2_Ill_Krunchall_2303	TP	44	0
HG2_Ill_Krunchall_2304	TP	48	191
HG2_Ill_SpiralSDKrefine_8349	TP	8	-1
HG2_Ill_FB_1533	TP	119	0
HG3_Ill_Cortex_1816	TP	61	0
HG3_PB_assemblyticsfalcon_13368	TP	64	0
HG4_PB_HySA_2663	TP	24	1
HG4_PB_HySA_2664	FP	7	54
HG2_Ill_SpiralSDKrefine_8350	TP	25	18
HG3_Ill_scalpel_1749	TP	45	41
HG4_Ill_250bpfermikitraw_2274	TP	44	0
HG4_Ill_GATKHC_2788	TP	23	30
HG4_Ill_150bpfermikitraw_2208	TP	54	11
HG3_Ill_FB_1529	TP	267	8
HG2_PB_SVrefine2PBcRplusDovetail_5577	TP	25	2
HG2_Ill_GATKHC_2794	TP	153	23
HG2_PB_HySA_3346	TP	6	49
HG2_Ill_GATKHC_2796	TP	26	-1
HG2_Ill_scalpel_1636	TP	26	12
HG2_Ill_svaba_2136	TP	16	41
